caseid,v013,v024,v025,v106,v130,v131,v136,v137,v150,v151,v152,v157,v158,v159,v190,v201,v213,v218,v225,v312,v463a,v463b,v463c,v463x,v463z,v501,v504,v505,v511,v613,v621,v701,v704,v714,v716,v730,v743a,v743b,v743d,v743f,v744a,v744b,v744c,v744d,v744e,v745a,v745b,v822,v850a,v812,d101a,d101b,d101c,d101d,d101e,d104,d106,d107,d108,d113,d121,d129,ipv,vio
     0180060 02,4,4,1,1,2,4,7,1,2,1,46,1,1,1,1,5,0,5, ,1,0,0,0,0,1,1,1,0,18,2,1,1,61,1,61,46,2,2,2,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NaN
     0180080 02,4,4,1,3,2,4,4,1,2,1,39,0,2,0,4,2,0,2, ,0,0,0,0,0,1,1,1,0,21,3,1,2,88,1,61,39,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0180100 02,4,4,1,1,2,4,4,1,2,1,35,0,2,0,3,3,0,3, ,5,0,0,0,0,1,2,1,0,17,2,2,1,91,0,61,35,1,2,4,2,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,4,NaN
     0181034 02,6,4,1,1,2,4,5,1,2,1,46,0,2,2,5,3,0,3, ,1,0,0,0,0,1,1,1,0,28,3,1,2,61,1,61,46,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,NaN
     0181052 02,2,4,1,3,2,4,3,1,2,1,23,0,1,2,5,1,0,1, ,3,0,0,0,0,1,2,1,0,20,3,2,2,71,0,0,23,4,2,4,4,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NaN
     0181071 01,7,4,1,1,2,4,1,0,1,2,46,0,2,0,4,1,0,1, ,0,0,0,0,0,1,5, , ,19,4, ,1,61,1,61, , , , , ,1,0,0,1,1,0,0,1, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaN
     0181107 02,7,4,1,2,2,4,3,0,3,2,83,2,2,2,2,2,0,2, ,0,0,0,0,0,1,5, , ,29,4, ,2,15,1,61, , , , , ,0,0,0,0,0,0,0,1, ,0,1,0,0,0,1,0,0,0,0,1,1,2,0,NaN
     0182043 01,3,4,2,1,2,4,3,1,1,2,27,0,2,0,3,2,0,2, ,11,0,0,0,0,1,1,2,0,16,1,2,1,71,1,61,32,1,1,1,1,0,1,0,0,0,2,2,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,2,NaN
     0182073 02,4,4,2,1,2,4,4,2,2,1,30,1,2,2,4,2,0,2, ,3,0,0,0,0,1,1,1,0,23,2,2,1,61,1,61,30,2,2,2,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0183015 02,3,4,2,1,2,4,6,2,2,1,28,0,2,1,4,4,0,4, ,3,0,0,0,0,1,1,1,0,19,4,1,1,71,1,91,28,4,1,4,4,1,1,1,1,0,2,2,1,0,0,0,0,0,0,1,1,1,1,0,1,8,1,3,NaN
     0183063 01,7,4,2,1,2,4,3,0,1,2,49,0,2,1,3,4,0,4, ,0,0,0,0,0,1,1,2,98,33,4,1,1,75,1,61,47,1,2,1,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,NaN
     0184011 02,4,4,2,2,2,4,4,1,2,1,33,0,2,0,2,2,0,2, ,1,0,0,0,0,1,2,1,0,22,4,1,2,61,0,61,33,1,2,2,2,1,1,0,1,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,NaN
     0184034 02,4,4,2,1,2,4,5,2,2,1,34,1,2,1,2,3,0,3, ,3,0,0,0,0,1,1,1,0,20,3,1,2,53,1,61,36,1,4,1,4,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,1,1,0,0,1,0,2,2,NaN
     0184045 01,3,4,2,1,2,4,3,1,1,2,28,0,2,1,3,2,0,2, ,3,0,0,0,0,1,1,2,0,19,2,1,2,91,1,61,36,1,4,1,4,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NaN
     0185056 02,7,4,2,1,1,4,4,0,2,1,54,0,2,0,3,6,0,5, ,0,0,0,0,0,1,1,1,0,19,6,1,1,61,1,61,54,1,2,2,2,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     0186017 01,4,4,2,1,2,4,4,1,1,2,32,1,2,2,3,3,0,3, ,0,0,0,0,0,1,1,2,0,19,2,2,2,91,1,91,38,4,1,4,2,0,0,0,0,0,2,2,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,NaN
     0186096 02,2,4,2,1,2,4,4,1,3,2,58,1,2,2,2,1,0,1, ,0,0,0,0,0,1,1,1,0,22,3,2,1,91,0,0,26,2,4,2,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0187026 02,3,4,1,1,2,4,5,3,2,1,35,0,2,0,2,3,0,3, ,1,0,0,0,0,1,1,1,0,23,4,2,1,61,1,61,35,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0187040 01,7,4,1,1,2,4,4,1,1,2,48,1,2,1,4,4,0,4, ,1,0,0,0,0,1,1,2,0,17,4,1,2,91,1,61,50,1,2,2,2,0,0,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NaN
     0187067 02,7,4,1,1,2,4,6,0,2,1,47,0,2,2,5,3,0,3, ,6,0,0,0,0,1,1,1,0,23,6, ,2,35,1,35,47,2,2,2,2,0,1,0,0,0,2,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,2,2,NaN
     0188031 02,5,4,2,1,2,4,7,1,2,1,46,1,2,1,2,6,0,6, ,6,0,0,0,0,1,1,1,0,19,4, ,1,61,1,61,48,1,2,2,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,NaN
     0188047 03,4,4,2,1,1,4,6,3,3,1,67,0,2,0,2,3,0,3, ,0,0,0,0,0,1,5, , ,24,3, ,2,54,0,53, , , , , ,0,1,0,0,0,0,0,0, ,0,1,0,0,0,1,1,1,0,0,1,0,2,2,NaN
     0188063 03,3,4,2,2,2,4,3,0,3,1,62,1,2,2,4,1,1,0,1,0,0,0,0,0,1,1,1,0,22,3,1,1,53,1,53,32,1,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,NaN
     0189032 02,3,4,1,1,2,9,4,1,2,1,36,0,2,0,4,2,0,2, ,3,0,0,0,0,1,1,1,0,19,3,1,0,91,0,91,36,1,1,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,NaN
     0189067 02,2,4,1,2,2,4,3,1,2,1,24,0,2,0,5,1,0,1, ,1,0,0,0,0,1,1,1,0,21,3,1,3,32,0,61,24,1,4,2,4,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN
     0189085 02,2,4,1,1,2,4,2,0,4,2,50,1,2,1,5,0,1,0,1,0,0,0,0,0,1,1,2,0,19,3,2,2,91,0,0,30,4,4,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0190072 01,5,4,2,1,1,3,5,0,1,2,36,0,2,0,3,5,0,4, ,11,0,0,0,0,1,3, , ,16,2, ,1,88,1,61, , , , , ,0,0,0,0,0,1,1,1, ,0,1,1,1,1,1,0,0,0,0,1,0,2,0,NaN
     0191019 01,3,4,2,2,1,4,3,1,1,2,29,1,2,2,4,2,0,2, ,1,0,0,0,0,1,1,2,0,21,4,8,1,76,1,61,34,1,4,4,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0191063 01,4,4,2,1,1,4,4,1,1,2,34,0,2,2,4,4,0,3, ,1,0,0,0,0,1,1,2,0,17,4,8,1,75,1,61,39,1,1,1,4,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,3,NaN
     0191106 02,6,4,2,1,1,4,6,0,2,1,44,1,1,1,4,5,0,5, ,5,0,0,0,0,1,1,1,0,19,5,3,1,71,0,0,44,4,1,1,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,8,0,2,NaN
     0191126 02,2,4,2,1,2,4,2,0,2,1,27,2,2,1,4,1,0,1, ,0,0,0,0,0,1,2,1,0,23,3,2,2,91,0,0,27,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0192014 02,7,4,2,2,2,4,2,0,2,1,50,1,2,2,5,4,0,3, ,2,0,0,0,0,1,1,1,1,20,4,2,2,75,0,0,50,2,2,2,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NaN
     0192030 02,6,4,2,1,2,4,4,0,2,1,42,1,2,2,5,5,0,4, ,3,0,0,0,0,1,1,1,0,21,4,1,1,61,1,91,43,1,1,2,2,1,1,1,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NaN
     0192046 03,4,4,2,1,2,4,5,2,3,2,51,0,2,0,3,3,0,2, ,0,0,0,0,0,1,5, , ,30,2, ,2,91,1,61, , , , , ,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,1,1,0,0,1,0,2,NaN
     0192062 02,7,4,2,3,2,4,3,0,2,1,51,2,2,2,5,3,0,3, ,0,0,0,0,0,1,1,1,0,23,2,1,3,37,1,37,51,1,2,1,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,NaN
     0193052 01,7,4,2,1,2,4,5,0,1,2,48,1,2,0,3,7,0,6, ,0,0,0,0,0,1,1,2,1,12,3,1,1,54,1,92,60,1,1,1,4,0,1,0,1,1,2,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,3,NaN
     0193063 02,3,4,2,2,1,4,4,1,2,1,30,1,2,2,5,2,0,2, ,2,0,0,0,0,1,1,1,0,21,5,8,2,88,1,61,30,1,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,NaN
     0194048 02,4,4,1,3,96,6,5,1,2,1,37,2,2,2,5,3,0,2, ,0,0,0,0,0,1,1,1,0,20,4,2,3,15,1,51,37,1,2,2,2,0,0,0,0,0,2,2,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,NaN
     0194060 02,3,4,1,2,1,4,4,1,2,1,32,0,2,2,5,3,0,3, ,3,0,0,0,0,1,1,1,0,20,3,3,2,29,0,0,32,1,4,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN
     0194073 02,4,4,1,3,2,5,5,1,2,1,35,2,2,2,5,2,0,2, ,3,0,0,0,0,1,1,1,0,23,4,3,3,27,1,25,35,1,2,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0195100 02,2,4,1,2,2,9,3,1,2,1,29,2,2,2,4,1,0,1, ,3,0,0,0,0,1,1,1,0,23,2,8,1,91,1,91,28,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0195120 02,7,4,1,1,2,4,4,1,2,1,55,2,2,2,5,4,0,4, ,3,0,0,0,0,1,1,1,0,13,3,2,2,88,1,77,55,1,1,1,4,0,0,0,0,0,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,NaN
     0196033 01,6,4,1,2,2,4,2,1,1,2,42,0,1,1,4,4,0,4, ,0,0,0,0,0,1,5, , ,17,4, ,2,52,1,91, , , , , ,0,0,0,0,0,0,0,1, ,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NaN
     0197011 02,6,4,2,1,1,4,2,0,2,1,39,0,2,2,4,1,0,0, ,0,0,0,0,0,1,1,1,0,39,3,8,2,91,0,0,39,1,4,2,4,1,1,0,0,0,2,2,1,1,0,1,1,0,0,1,0,0,0,0,1,0,2,0,NaN
     0197023 01,7,4,2,2,1,4,2,0,1,2,45,2,2,0,4,2,0,1, ,0,0,0,0,0,1,3, , ,25,4, ,2,88,1,61, , , , , ,0,0,0,0,0,1,1,1, ,0,1,0,0,0,1,1,0,0,0,1,1,0,1,NaN
     0197058 02,5,4,2,2,1,4,6,1,3,2,57,1,2,2,5,2,0,2, ,0,0,0,0,0,1,5, , ,21,3, ,3,28,1,91, , , , , ,0,0,0,0,0,0,0,1, ,0,1,1,0,1,1,1,1,0,0,1,1,0,2,NaN
     0197070 02,3,4,2,1,2,4,5,2,2,1,35,0,2,2,5,3,0,3, ,0,0,0,0,0,1,1,1,0,19,3,1,1,88,1,52,36,1,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0198115 02,4,4,1,0,2,4,5,2,2,1,35,0,2,2,5,2,0,2, ,3,0,0,0,0,1,1,1,98,19,4,3,1,91,1,91,35,1,1,2,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,4,NaN
     0199043 02,1,4,1,2,2,4,3,1,2,1,28,2,2,0,5,1,0,1, ,1,0,0,0,0,1,1,1,0,17,4,1,2,75,0,61,28,4,4,4,4,1,1,1,1,1,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,NaN
     0199062 02,7,4,1,2,2,4,6,0,2,1,48,1,2,2,3,5,0,5, ,0,0,0,0,0,1,1,1,0,16,3,8,2,88,1,61,48,2,4,4,4,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0199082 02,4,4,1,1,2,4,6,2,3,1,52,1,2,0,2,3,0,3, ,6,1,0,0,0,0,5, , ,20,3, ,3,31,1,91, , , , , ,0,0,0,0,0,0,0,1, ,0,1,1,1,1,1,1,1,1,0,0,1,0,3,NaN
     0199102 01,5,4,1,1,2,4,3,0,1,2,35,0,2,2,4,2,0,2, ,0,0,0,0,0,1,5, , ,19,4, ,2,91,1,52, , , , , ,0,1,0,0,0,1,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0,2,0,NaN
     0200041 02,3,4,1,2,1,4,4,2,2,1,36,0,2,2,5,2,0,2, ,3,0,0,0,0,1,1,1,0,22,3,1,2,28,1,52,36,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0200053 02,5,4,1,2,1,4,5,1,2,1,35,0,2,2,5,4,0,3, ,1,0,0,0,0,1,1,1,0,22,4,8,1,53,1,53,36,4,4,1,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,2,NaN
     0201016 01,3,4,1,3,2,4,2,1,1,2,29,2,2,2,5,1,0,1, ,11,0,0,0,0,1,1,2,0,24,2,1,3,21,1,24,34,1,2,2,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NaN
     0201033 02,4,4,1,3,2,2,4,1,2,1,36,2,2,2,5,1,0,1, ,1,0,0,0,0,1,1,1,0,29,2,1,3,34,1,24,36,2,4,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0201051 02,6,4,1,3,2,4,4,0,2,1,42,2,2,2,5,2,0,2, ,2,0,0,0,0,1,1,1,0,25,4,3,3,25,1,25,42,1,2,2,2,0,1,0,0,0,2,2,1,1,0,1,1,0,1,1,1,0,0,0,0,0,2,1,NaN
     0202033 01,4,4,1,1,1,12,1,0,1,2,31,2,1,1,4,1,0,1, ,5,0,0,0,0,1,3, , ,19,3, ,2,35,1,53, , , , , ,0,0,0,0,0,0,1,1, ,0,1,1,1,1,1,0,1,0,1,1,0,0,2,NaN
     0202040 02,4,4,1,1,2,6,2,0,2,1,32,0,2,0,4,0,0,0, ,8,0,0,0,0,1,1,1,0,31,2,1,1,71,0,91,32,1,2,1,4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,NaN
     0202045 02,3,4,1,1,1,9,4,1,2,1,33,0,2,0,4,2,0,2, ,3,0,0,0,0,1,1,1,0,19,2,2,2,88,1,91,33,4,2,2,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,2,2,NaN
     0203033 02,5,4,1,2,2,4,3,0,2,1,45,1,2,2,5,1,0,1, ,0,0,0,0,0,1,1,1,0,17,3,3,2,88,1,51,45,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,NaN
     0203066 02,3,4,1,1,2,4,3,1,2,1,33,0,2,2,5,1,0,1, ,3,0,0,0,0,1,1,1,0,22,2,1,3,72,0,52,33,1,1,2,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NaN
     0203083 02,3,4,1,1,2,4,6,1,2,1,33,0,2,2,5,4,0,4, ,11,0,0,0,0,1,1,1,0,12,4,1,1,91,1,91,33,2,2,2,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,3,NaN
     0204015 02,4,4,1,1,2,6,2,0,2,1,42,0,2,2,4,4,0,4, ,11,0,0,0,0,1,1,1,1,15,5,8,2,91,1,91,42,1,2,2,4,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0204088 02,3,4,1,1,1,3,3,1,2,1,35,2,2,2,4,1,0,1, ,11,0,0,0,0,1,1,1,0,22,3,1,1,29,1,77,35,1,4,4,4,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,NaN
     0204107 02,4,4,1,1,2,3,2,0,2,1,32,0,2,0,3,2,0,2, ,1,0,0,0,0,1,1,1,0,18,2,8,1,35,1,51,32,1,1,2,4,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,NaN
     0205013 01,5,4,2,1,2,4,3,0,1,2,36,0,0,0,3,2,0,2, ,0,0,0,0,0,1,5, , ,23,8, ,1,35,1,91, , , , , ,0,1,1,0,0,0,0,1, ,0,1,0,0,0,1,0,1,1,1,1,0,1,3,NaN
     0205098 01,1,4,2,2,2,4,2,1,1,2,19,0,2,2,4,1,0,1, ,1,0,0,0,0,1,1,1,0,18,3,8,1,71,1,92,26,1,4,4,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0206025 02,2,4,1,1,4,4,3,1,2,1,28,0,2,2,5,1,0,1, ,0,0,0,0,0,1,1,1,0,21,3,2,2,72,1,52,28,2,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0206041 02,2,4,1,1,2,9,2,0,2,1,28,1,2,2,5,0,1,0,1,0,0,0,0,0,1,1,1,0,23,3,1,2,88,1,53,28,2,2,2,2,0,0,0,0,0,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,NaN
     0207012 02,2,4,1,2,2,4,2,0,2,1,23,1,2,2,4,0,1,0,1,0,0,0,0,0,1,1,1,0,19,4,1,2,92,1,92,25,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NaN
     0207051 02,5,4,1,2,1,4,5,1,2,1,41,1,2,2,5,3,0,3, ,1,0,0,0,0,1,1,1,0,21,4,1,2,11,1,61,41,2,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,NaN
     0207077 01,7,4,1,2,1,4,6,1,1,2,45,0,2,2,5,5,0,5, ,3,0,0,0,0,1,1,2,98,21,4,3,3,1,1,61,50,1,4,4,4,0,0,0,0,0,2,2,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,NaN
     0208090 02,3,4,2,1,2,4,3,1,2,1,39,0,0,2,4,2,0,1, ,3,0,0,0,0,1,1,1,0,21,2,1,1,63,1,63,39,1,2,2,4,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0209037 01,4,4,2,3,2,4,3,2,1,2,30,2,2,2,4,2,0,2, ,5,0,0,0,0,1,1,1,0,25,2,2,2,53,1,91,29,1,1,2,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,8,0,2,NaN
     0209057 01,6,4,2,1,2,4,3,0,1,2,44,0,2,2,5,4,0,3, ,0,0,0,0,0,1,3, , ,19,1, ,1,72,1,91, , , , , ,0,0,0,0,0,0,0,1, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0210029 02,4,4,2,2,2,4,5,1,2,1,39,1,2,2,5,3,0,3, ,9,0,0,0,0,1,1,1,0,18,2,1,1,88,1,91,39,1,1,1,4,0,0,0,8,0,2,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,2,NaN
     0211057 02,5,4,2,2,1,4,5,0,2,1,42,2,2,2,5,3,0,3, ,1,0,0,0,0,1,1,1,98,20,0,2,3,61,1,61,42,1,2,2,2,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0213030 02,6,4,2,1,2,4,5,0,2,1,47,0,2,2,5,3,0,3, ,1,0,0,0,0,1,1,1,0,20,4,1,2,71,1,61,47,1,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,NaN
     0213046 02,4,4,2,2,2,4,5,1,2,1,34,0,2,0,2,3,0,3, ,11,0,0,0,0,1,1,1,0,22,3,1,1,54,1,61,34,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0213077 01,4,4,2,1,2,4,3,1,1,2,30,2,2,2,3,2,0,2, ,0,0,0,0,0,1,3, , ,19,4, ,1,92,1,92, , , , , ,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,0,0,1,1,2,0,NaN
     0214014 02,7,4,2,2,2,4,7,1,2,1,49,0,2,2,4,7,0,7, ,8,0,0,0,0,1,1,1,0,25,7,1,2,76,1,51,49,2,2,4,2,0,0,0,0,0,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,NaN
     0214028 02,4,4,2,2,2,4,3,1,2,1,30,1,2,2,4,1,0,1, ,11,0,0,0,0,1,1,1,98,25,4,1,2,72,1,52,30,1,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NaN
     0215013 02,5,4,2,1,1,3,2,0,2,1,38,1,2,0,1,0,0,0, ,0,1,0,1,0,0,2,1,0,26,2,1,1,87,1,87,38,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,NaN
     0215026 02,4,4,2,1,2,3,5,1,2,1,42,0,2,0,3,3,0,3, ,3,0,0,0,0,1,1,1,0,15,3,1,2,39,0,0,42,2,2,4,2,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0215038 02,4,4,2,2,2,3,6,1,2,1,40,0,2,0,1,4,0,3, ,3,0,0,0,0,1,1,1,1,21,3,1,1,61,1,61,41,1,1,4,4,0,0,0,0,0,2,2,1,1,0,1,0,1,0,1,0,0,0,0,1,8,0,0,NaN
     0215076 01,6,4,2,1,2,4,4,0,1,2,40,0,2,0,2,6,0,6, ,3,0,0,0,0,1,1,2,1,17,3,2,1,81,1,61,62,1,4,1,2,0,0,0,0,0,2,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,2,2,NaN
     0216017 02,2,4,1,2,2,3,3,1,2,1,32,0,2,0,3,1,0,1, ,3,0,0,0,0,1,1,1,0,21,2,8,2,71,0,0,32,4,4,4,4,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,NaN
     0216073 01,4,4,1,3,2,9,3,1,1,2,30,2,1,2,5,2,0,2, ,0,0,0,0,0,1,1,2,0,18,2,1,3,23,1,41,35,1,4,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0216092 01,3,4,1,1,2,4,3,1,1,2,28,0,2,2,4,2,0,2, ,3,0,0,0,0,1,5, , ,15,3, ,2,35,1,91, , , , , ,0,0,0,0,0,0,0,1, ,0,1,1,0,0,1,1,1,1,0,1,0,1,3,NaN
     0216110 02,4,4,1,1,1,4,5,0,2,1,35,2,2,0,4,3,0,3, ,0,0,0,0,0,1,1,1,0,15,4,8,2,91,1, ,35,1,1,1,4,0,1,1,0,0,2,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,3,NaN
     0218016 01,3,4,1,3,2,4,3,1,1,2,30,2,2,2,5,1,0,1, ,0,0,0,0,0,1,5, , ,24,2, ,3,91,1,91, , , , , ,0,0,0,0,0,1,1,0, ,0,1,1,1,0,1,0,0,0,0,0,0,0,0,NaN
     0219037 02,2,4,1,2,2,4,3,1,2,1,26,0,2,2,4,1,0,1, ,0,0,0,0,0,1,1,1,0,19,2,8,1,53,1,91,26,2,2,2,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN
     0220024 02,3,4,1,1,2,3,2,0,2,1,33,0,0,2,4,3,1,1,1,0,0,0,0,0,1,1,1,0,16,2,1,1,54,1,75,30,1,4,4,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,NaN
     0220074 01,2,4,1,1,2,4,2,1,1,2,20,0,2,2,5,1,0,1, ,0,0,0,0,0,1,5, , ,16,3, ,1,51,1,53, , , , , ,0,1,0,0,0,0,0,1, ,0,1,0,0,0,1,0,1,0,0,0,1,0,1,NaN
     0221033 02,3,4,1,1,2,4,6,2,2,1,37,0,2,2,5,2,0,2, ,11,0,0,0,0,1,1,1,0,17,3,1,1,76,1,53,37,1,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN
     0221052 02,6,4,1,3,1,4,3,0,2,1,48,2,2,2,5,2,0,2, ,2,0,0,0,0,1,1,1,0,21,2,2,3,91,1,91,49,2,1,2,4,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,NaN
     0221070 02,3,4,1,3,2,4,4,2,2,1,35,1,2,1,5,2,0,2, ,2,0,0,0,0,1,1,1,0,22,4,3,3,91,1,91,33,1,4,1,4,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,NaN
     0221107 02,4,4,1,2,2,4,4,1,2,1,33,0,2,2,5,1,0,1, ,2,0,0,0,0,1,1,1,0,23,3,3,2,91,1,91,32,1,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,NaN
     0222031 02,2,4,1,1,2,1,4,1,2,1,27,0,2,2,5,1,0,1, ,1,0,0,0,0,1,1,1,0,17,2,1,2,88,1,91,27,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0,NaN
     0222048 02,4,4,1,2,1,4,4,1,2,1,34,1,2,2,5,2,0,2, ,1,0,0,0,0,1,1,1,0,23,3,1,2,91,0,0,34,2,2,2,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,NaN
