v013,v024,v025,v106,v130,v131,v136,v137,v150,v151,v152,v157,v158,v159,v169a,v171a,v190,v201,v213,v218,v225,v312,v463a,v463b,v463c,v463x,v463z,v501,v504,v505,v511,v613,v621,v701,v704,v714,v716,v730,v743a,v743b,v743d,v743f,v744a,v744b,v744c,v744d,v744e,v745a,v745b,v745c,v745d,v822,v850a,v812,d101a,d101b,d101c,d101d,d101e,d113,d121,d129,s711a,s711b,ipv
5,6,2,0,1,19,8,1,2,1,45,0,0,0,0,0,4,6,0,6,,0,0,0,0,0,1,1,1,0,15,6,1,0,63,0,0,45,2,2,2,2,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,2,0,0
5,6,2,0,1,19,9,1,2,1,40,0,0,0,0,0,1,7,0,7,,3,0,0,0,0,1,1,1,0,18,6,1,0,63,0,0,40,2,2,2,2,1,1,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0
3,6,2,0,1,19,8,2,2,1,35,0,0,0,0,0,4,6,0,6,,3,0,0,0,0,1,1,1,0,14,6,8,0,63,0,0,35,2,4,1,4,0,0,0,8,0,2,2,1,1,8,0,0,0,0,0,0,0,1,0,1,2,0,3
7,6,2,0,1,1,6,0,2,1,61,0,0,0,0,0,3,10,0,10,,0,0,0,0,0,1,1,1,0,15,12,3,0,63,1,63,52,2,4,1,2,1,1,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,2
1,6,2,1,1,19,10,0,4,1,52,0,0,0,0,0,4,0,0,0,,0,0,0,0,0,1,1,1,0,15,4,8,0,99998,0,0,19,5,5,5,6,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2,2,1,0
5,6,2,0,1,19,5,0,10,1,61,0,0,0,0,0,4,1,0,0,,0,0,0,0,0,1,4,,,18,3,,,,1,63,,,,,,1,1,1,1,1,1,0,0,,0,,0,1,1,1,0,1,1,0,1,2,0,2
6,6,2,0,4,1,3,0,2,1,45,0,0,0,0,0,4,10,0,7,,0,0,0,0,0,1,1,1,0,14,10,1,0,63,0,0,50,1,4,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4,6,2,0,4,1,7,0,10,1,52,0,1,1,0,0,5,1,0,1,,0,0,0,0,0,1,3,,,17,5,,,,0,0,,,,,,0,0,0,8,0,1,1,0,0,8,,0,0,0,0,0,0,0,8,0,2,0,0
1,6,2,1,4,1,2,0,2,1,21,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,1,1,1,0,16,4,1,1,61,1,61,21,2,2,2,2,0,1,0,0,0,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
3,6,2,1,4,1,6,2,2,1,35,0,0,0,0,0,4,4,0,4,,2,0,0,0,0,1,1,1,0,16,6,2,0,63,0,0,35,1,4,4,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,1,0
5,6,2,0,4,1,3,0,3,2,60,0,0,0,0,0,2,5,0,5,,0,0,0,0,0,1,4,,,16,6,,,,0,0,,,,,,0,0,0,0,0,0,0,,,0,,0,0,1,1,1,1,0,0,2,2,0,2
4,6,2,0,4,1,6,2,2,1,40,0,0,0,0,0,4,4,0,4,,0,0,0,0,0,1,1,1,0,15,4,1,1,63,0,0,40,2,2,2,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0
3,8,2,2,3,16,2,0,2,1,28,1,1,1,1,0,3,0,0,0,,0,0,0,0,0,1,1,1,1,18,3,1,2,92,0,0,26,4,4,4,4,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,8,2,1,1,0
3,8,2,2,3,16,8,2,1,2,25,1,1,1,1,0,1,2,0,0,,0,1,0,0,0,0,5,,,13,2,,,,0,0,,,,,,0,0,0,0,0,1,1,1,1,0,,0,0,0,0,0,0,0,0,2,1,1,0
3,8,2,2,3,16,4,2,1,2,25,1,1,1,0,0,1,3,0,3,,0,0,0,0,0,0,4,,,16,0,,,,0,0,,,,,,0,0,0,0,0,1,1,1,1,0,,0,1,1,1,1,1,1,0,1,1,1,3
3,8,2,1,3,16,7,2,1,2,29,0,0,0,0,0,3,7,0,5,,0,0,0,0,0,0,5,,,14,4,,,,0,0,,,,,,0,0,0,0,0,2,0,0,,1,,0,1,1,1,1,1,0,0,0,1,0,3
4,8,2,0,3,16,9,2,1,2,35,0,0,0,0,0,1,9,0,8,,0,0,0,0,0,0,1,1,0,13,0,2,0,63,0,0,40,4,4,4,4,0,0,0,0,0,2,2,1,1,0,0,0,1,1,1,1,1,1,8,1,2,0,2
2,8,2,2,3,16,3,1,1,2,20,0,0,0,0,0,2,1,0,1,,0,0,0,0,0,1,1,2,0,14,3,8,3,0,1,52,26,1,2,2,7,0,0,0,0,0,2,0,0,,1,0,0,1,0,0,0,0,1,0,2,1,1,1
4,8,2,1,3,16,5,2,2,1,60,0,0,0,0,0,1,5,0,3,,0,0,0,0,0,0,1,1,1,12,5,8,0,0,0,0,65,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,0
2,9,1,1,1,1,3,1,2,1,25,0,2,2,1,0,5,1,0,1,,11,1,0,0,0,1,1,1,0,18,4,1,1,93,0,0,25,2,2,2,2,0,0,0,0,0,0,0,,,1,1,0,1,0,0,0,0,0,0,2,1,0,0
3,9,1,2,1,1,5,0,3,2,56,2,2,2,1,0,5,2,0,2,,11,0,0,0,0,1,1,1,0,20,5,1,2,83,1,52,35,2,2,1,2,0,0,0,0,0,0,0,,,1,1,0,1,1,0,0,0,0,1,0,1,0,1
2,9,1,1,1,2,3,0,1,2,25,0,1,1,1,0,5,1,0,1,,2,0,0,0,0,1,1,1,0,15,3,1,2,72,1,75,30,2,2,2,2,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,8,2,1,1,0
5,9,1,2,4,1,5,2,1,2,39,0,2,2,1,0,5,3,0,3,,2,0,0,0,0,1,1,1,0,16,4,1,2,52,0,0,42,2,2,2,2,0,0,0,0,0,1,0,1,,1,1,0,1,0,0,0,0,0,1,2,1,0,2
3,9,1,2,1,2,3,1,2,1,30,1,1,1,1,0,5,1,0,1,,11,0,0,0,0,1,1,1,0,21,3,1,1,71,0,0,30,2,2,2,2,0,0,0,0,0,0,0,,,0,1,0,1,1,0,0,1,0,0,2,1,0,2
1,9,2,1,4,2,3,1,2,1,20,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,1,1,1,0,14,95,8,1,63,0,51,20,2,2,2,2,1,1,1,1,1,1,1,0,1,8,1,0,0,0,0,0,0,0,0,2,1,0,0
1,9,2,1,4,2,3,1,2,1,18,0,2,0,1,0,3,1,0,1,,0,0,0,0,0,1,1,1,0,12,3,8,1,0,0,92,18,4,4,4,4,0,1,1,0,0,0,0,,,1,8,0,1,1,1,1,1,0,1,0,2,0,1
1,9,2,1,4,2,2,0,2,1,22,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,1,1,1,0,14,4,8,1,92,0,0,22,4,4,4,4,0,1,1,1,1,0,2,,0,1,1,0,1,1,0,0,1,0,0,2,1,1,2
5,9,2,0,4,2,6,1,2,1,45,0,0,0,0,0,2,6,0,5,,0,0,0,0,0,1,1,1,0,16,95,1,0,63,0,0,45,2,2,2,2,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2
6,9,2,0,4,2,7,2,2,1,30,0,0,0,0,0,3,5,0,5,,0,0,0,0,0,1,1,1,0,20,0,8,1,0,1,63,30,4,4,4,4,1,1,1,1,1,0,2,,0,0,0,0,0,1,0,0,1,0,0,1,2,0,3
1,9,2,0,4,2,2,0,2,1,20,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,1,1,1,0,15,2,1,0,63,0,0,20,2,2,1,2,1,0,0,0,1,1,2,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0
4,9,2,0,4,2,5,0,2,1,51,0,0,0,0,0,2,3,0,3,,0,0,0,0,0,1,1,1,0,16,0,8,1,92,0,0,41,4,4,4,4,0,0,0,1,0,0,0,,,0,1,0,1,0,0,0,0,0,0,0,2,0,1
3,9,2,0,4,2,7,2,2,1,36,0,0,0,0,0,3,6,0,5,,0,0,0,0,0,1,1,1,0,13,12,8,0,63,0,51,36,2,2,2,4,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4,9,2,1,4,2,8,3,2,1,35,0,0,0,0,0,4,7,0,7,,0,0,0,0,0,1,1,1,0,14,10,8,1,63,0,0,35,2,2,2,2,1,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,9,2,1,4,2,3,1,2,1,25,0,2,1,0,0,2,1,0,1,,11,0,0,0,0,1,1,1,0,14,4,1,1,63,0,52,24,4,4,4,4,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0
4,9,2,1,4,2,8,1,2,1,60,0,0,0,0,0,4,8,1,6,1,0,0,0,0,0,1,1,1,0,12,95,8,1,63,0,0,40,2,2,2,2,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,7,2,0,4,96,4,2,1,2,27,0,0,0,0,0,1,2,1,2,2,0,0,0,0,0,1,1,1,1,17,95,2,0,96,0,0,31,4,4,4,4,1,1,1,1,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3,7,2,0,4,96,5,1,2,1,39,0,2,2,0,0,3,4,1,3,1,0,0,0,0,0,1,1,1,0,15,5,1,0,63,0,0,39,4,4,4,4,1,1,1,1,1,0,0,,,0,0,0,1,0,0,0,0,0,0,1,2,0,3
6,7,2,0,4,96,6,1,2,1,67,0,0,0,0,0,3,4,0,4,,0,0,0,0,0,1,1,1,1,24,6,2,0,0,0,51,67,4,4,4,1,1,1,1,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0
5,7,2,0,4,96,6,1,1,2,43,0,0,0,0,0,1,7,0,6,,0,0,0,0,0,1,4,,,20,10,,,,0,0,,,,,,1,1,1,1,1,1,2,0,0,0,,0,1,1,1,1,1,0,0,1,2,0,1
6,7,2,0,4,13,7,1,2,1,62,0,0,0,0,0,2,7,0,5,,0,0,0,0,0,1,1,1,0,15,8,8,0,61,0,0,62,4,4,2,4,1,1,1,1,1,3,2,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0
3,7,2,0,4,96,6,2,2,1,30,0,0,0,0,0,3,5,0,4,,11,0,0,0,0,1,1,1,0,10,5,2,1,0,0,0,30,4,4,4,2,1,1,1,1,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,2,0,0
5,7,2,0,4,96,7,2,2,1,48,0,0,0,0,0,3,7,0,5,,0,0,0,0,0,1,1,1,0,22,8,1,0,63,0,0,48,2,2,2,2,0,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,1,3,0,1
3,7,2,1,4,96,3,1,2,1,30,0,0,0,0,0,3,2,0,2,,11,0,0,0,0,1,1,1,0,17,8,1,0,61,0,0,30,4,4,4,4,1,1,1,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
2,2,1,1,1,3,6,1,2,1,36,1,0,2,1,0,5,2,0,2,,3,0,0,0,0,1,1,1,0,15,4,1,1,33,0,0,36,2,2,2,2,0,1,0,0,0,0,0,,,0,1,0,0,1,0,0,0,0,0,2,1,1,0
2,2,1,1,1,3,1,0,1,2,22,1,0,0,1,0,5,0,0,0,,3,0,0,0,0,1,4,,,14,95,,,,1,52,,,,,,0,0,0,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,0,2,1,0
2,2,1,1,1,3,1,0,1,2,22,0,0,2,1,0,5,1,0,1,,0,0,0,0,0,1,4,,,13,5,,,,1,52,,,,,,0,0,0,0,1,0,0,,,1,,0,0,0,0,0,0,1,0,0,2,1,0
2,2,1,3,1,3,1,0,1,2,23,2,0,0,1,0,5,1,0,1,,3,0,0,0,0,1,1,2,0,13,4,2,3,36,1,52,28,2,2,2,2,0,0,0,0,1,0,0,,,1,0,0,0,1,1,1,1,0,1,2,1,1,0
2,4,2,0,3,2,4,2,2,1,26,0,0,0,0,0,1,2,0,2,,0,0,0,0,0,1,1,1,0,18,95,8,0,63,0,0,26,2,2,2,2,1,1,1,1,1,0,0,,,1,0,0,0,0,1,1,1,0,0,2,2,0,0
1,4,2,0,4,2,2,0,2,1,20,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,17,95,1,0,63,0,0,30,2,2,2,2,1,1,0,1,1,0,0,,,1,1,0,1,1,1,0,1,0,1,2,2,0,2
3,4,2,0,4,2,6,2,2,1,38,0,0,0,0,0,1,5,0,5,,0,0,0,0,0,1,1,1,0,16,6,8,0,63,1,63,38,2,2,2,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
4,4,2,0,4,2,6,1,1,2,30,0,0,0,0,0,1,6,0,6,,0,0,0,0,0,1,1,2,2,14,0,2,1,0,1,63,40,4,4,4,4,1,1,1,1,1,0,2,,1,0,0,0,1,0,1,1,1,0,0,2,2,0,0
5,4,2,0,3,2,9,1,1,2,35,0,0,0,0,0,1,10,0,8,,2,0,0,0,0,1,3,,,15,95,,,,0,0,,,,,,1,1,1,1,1,1,1,1,1,0,,0,0,0,0,0,0,0,0,2,2,0,0
3,4,2,0,3,2,8,3,2,1,29,0,0,0,1,0,1,6,0,6,,0,0,0,0,0,1,2,1,1,12,95,2,1,63,0,0,40,2,2,2,2,1,1,1,1,1,0,0,,,0,1,0,1,1,1,1,1,0,1,1,1,0,4
1,4,2,1,3,2,6,1,4,1,62,0,0,0,0,0,1,1,0,1,,0,0,0,0,0,1,1,1,0,16,6,8,1,63,0,0,20,2,2,2,2,0,0,1,1,1,0,1,,1,1,1,0,0,0,0,0,1,0,1,2,1,1,0
2,4,2,1,4,2,4,2,2,1,24,0,0,0,0,0,1,2,0,2,,0,0,0,0,0,1,1,1,0,15,8,2,1,63,0,63,24,4,4,4,4,1,1,1,1,0,2,1,0,0,1,1,0,1,1,1,0,1,0,0,2,2,1,2
3,4,2,0,1,2,4,2,2,1,26,0,2,0,0,0,2,3,0,2,,3,0,0,0,0,1,1,1,0,18,4,1,0,0,0,0,27,2,2,2,2,1,1,1,1,1,0,0,,,0,0,0,0,0,0,0,0,0,0,2,1,0,1
5,4,2,0,1,1,7,0,2,1,45,0,1,0,0,0,4,7,1,5,1,0,0,0,0,0,1,1,1,0,10,4,2,0,63,0,0,45,2,2,2,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2,2,0,0
3,4,2,0,1,2,3,1,2,1,30,0,2,1,0,0,4,1,0,1,,3,0,0,0,0,1,1,1,0,22,4,8,0,63,1,92,30,2,2,2,2,1,1,1,1,1,0,0,,,1,0,0,1,0,0,0,1,0,0,2,2,0,0
6,4,2,0,1,2,10,2,2,1,44,0,0,0,0,0,5,13,0,10,,3,0,0,0,0,1,1,1,0,19,4,1,0,63,0,0,44,2,2,2,2,0,0,0,8,1,0,0,,,1,0,2,0,0,0,0,0,0,0,2,2,0,0
7,4,2,0,1,2,7,1,1,2,40,0,0,0,0,0,4,8,0,8,,3,0,0,0,0,1,3,,,30,6,,,,0,0,,,,,,0,0,0,0,0,2,2,0,0,1,,0,1,1,1,1,1,0,1,1,2,0,3
4,4,2,0,1,2,14,1,2,1,42,0,0,0,0,0,5,8,0,7,,3,0,0,0,0,1,1,1,0,16,5,2,0,63,0,0,42,1,4,2,4,0,0,0,0,0,2,2,0,0,1,0,0,1,1,1,1,1,0,1,1,2,1,3
7,4,2,0,1,2,7,2,2,1,54,0,0,0,0,0,4,9,0,7,,3,0,0,0,0,1,1,1,0,17,6,1,0,63,0,0,54,4,4,2,4,0,0,0,0,0,0,0,,,1,0,0,1,1,1,1,1,0,0,1,2,0,4
2,4,2,1,1,2,6,2,2,1,30,0,2,0,0,0,4,2,0,2,,3,0,0,0,0,1,1,1,0,17,4,1,0,0,0,0,30,2,2,2,2,1,1,0,1,1,2,1,8,8,1,0,0,0,0,0,0,0,1,0,0,2,1,0
7,4,2,0,1,2,3,0,1,2,40,0,1,1,0,0,4,5,0,5,,0,0,0,0,0,1,3,,,14,2,,,,0,0,,,,,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,1,2,0,0
5,4,2,0,1,2,8,0,2,1,37,0,0,0,0,0,5,5,0,5,,0,0,0,0,0,1,1,1,0,18,4,8,1,63,0,0,37,2,2,2,2,0,1,1,0,0,3,3,0,0,1,0,0,1,1,1,0,0,1,1,2,2,0,0
6,1,2,0,1,3,6,1,2,1,71,0,1,0,0,0,1,6,0,6,,0,0,0,0,0,1,1,1,0,17,8,8,0,63,0,63,71,1,2,1,2,1,1,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0
6,1,2,0,1,3,2,0,1,2,38,0,1,0,0,0,2,6,0,4,,0,0,0,0,0,1,2,1,98,14,12,8,0,63,0,63,51,1,2,2,4,0,1,0,1,1,1,1,0,1,1,1,0,8,8,8,8,8,1,0,0,2,0,0
3,1,2,1,1,3,5,2,2,1,32,0,0,0,0,0,1,3,0,3,,0,0,0,0,0,1,1,1,0,13,4,2,1,92,0,0,34,2,2,2,1,0,1,1,1,1,0,2,,1,1,1,0,1,0,0,0,1,0,0,2,1,0,0
2,1,2,0,1,3,4,2,1,2,22,0,1,1,0,0,1,2,0,2,,0,0,0,0,0,1,5,,,18,5,,,,1,63,,,,,,1,1,1,1,1,2,2,2,2,1,,0,1,0,0,0,1,0,1,2,2,0,0
4,1,2,0,1,3,6,1,1,2,34,0,0,0,1,0,2,4,0,4,,3,0,0,0,0,1,5,,,17,6,,,,1,93,,,,,,1,1,1,1,1,0,3,,0,8,,0,0,0,0,0,0,0,0,0,2,0,0
4,1,2,0,1,3,6,1,4,1,85,0,0,0,0,0,2,2,0,2,,0,0,0,0,0,1,1,1,0,23,5,1,0,63,1,63,50,4,4,4,4,1,1,1,1,1,0,0,,,1,1,0,0,0,0,0,0,0,1,2,2,0,0
4,1,2,0,1,3,6,1,1,2,33,0,1,0,0,0,3,5,0,5,,0,0,0,0,0,1,4,,,14,4,,,,1,73,,,,,,0,1,1,0,1,1,1,1,1,1,,0,0,0,0,0,0,1,0,0,2,0,0
2,1,2,0,1,3,5,1,2,1,59,0,0,0,0,0,2,1,0,1,,0,0,0,0,0,1,1,1,0,21,5,1,0,93,1,63,59,4,4,4,4,1,1,1,1,1,2,2,2,2,1,1,0,1,0,0,1,1,0,1,2,2,0,0
5,1,2,0,1,3,8,2,2,1,42,0,0,0,0,0,2,6,0,6,,0,0,0,0,0,1,1,1,0,21,10,1,0,63,0,0,43,2,2,2,4,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
6,1,2,0,1,3,4,1,1,2,42,0,0,0,0,0,2,7,0,6,,0,0,0,0,0,1,4,,,15,95,,,,0,63,,,,,,0,0,0,0,1,1,1,1,1,0,,0,0,0,0,0,0,0,8,2,2,0,2
4,3,2,0,1,1,8,2,2,1,43,0,1,0,0,0,1,6,0,6,,0,0,0,0,0,1,1,1,0,15,95,1,0,63,0,0,39,2,2,2,2,1,1,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0
1,3,2,1,1,1,4,0,2,1,20,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,1,1,0,17,4,8,8,63,0,63,23,2,2,2,2,0,0,1,0,0,0,0,,,1,1,0,1,0,0,1,1,0,0,2,2,0,0
3,3,2,0,1,1,4,1,2,1,35,0,0,0,0,0,1,3,1,2,1,0,0,0,0,0,1,1,1,0,16,5,8,0,63,0,63,35,2,2,2,2,1,1,1,1,1,2,2,0,1,0,0,0,1,1,1,0,1,1,0,2,2,0,0
3,3,2,0,1,1,3,0,2,1,41,0,1,0,0,0,1,4,0,1,,0,0,0,0,0,1,1,1,0,14,4,3,1,63,0,63,41,2,2,2,2,0,0,1,0,1,2,2,0,8,8,1,0,0,0,0,0,1,1,0,2,2,0,1
2,3,2,0,1,1,4,2,2,1,27,0,0,0,0,0,1,3,0,2,,0,0,0,0,0,1,1,1,0,11,98,1,1,91,0,63,22,2,2,2,2,1,1,1,1,1,2,2,1,0,1,1,0,0,0,0,1,1,1,0,0,2,0,0
3,3,2,0,1,1,7,3,2,1,32,0,0,0,0,0,1,5,0,5,,0,0,0,0,0,1,1,1,0,12,7,8,0,63,0,63,32,2,2,2,2,0,0,0,0,0,0,0,,,0,1,0,1,0,1,1,1,1,0,1,2,0,1
6,3,2,0,1,1,7,2,2,1,50,0,1,1,0,0,1,9,0,6,,0,0,0,0,0,1,1,1,0,14,4,2,0,63,0,0,50,1,2,4,4,1,1,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,1,8,0,2,0,1
3,3,2,0,1,1,7,2,2,1,35,0,0,0,0,0,2,3,0,3,,0,0,0,0,0,1,1,1,0,12,98,1,1,63,1,63,35,4,4,4,4,1,0,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,2
2,3,2,1,1,1,4,1,2,1,26,0,1,0,0,0,2,1,0,1,,0,0,0,0,0,1,1,1,0,15,3,1,1,63,0,63,26,2,2,2,2,0,1,0,0,1,2,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0
5,3,2,0,1,1,6,0,3,1,64,0,0,0,0,0,1,7,0,7,,0,0,0,0,0,1,1,1,0,16,8,8,0,54,0,63,40,2,2,2,2,1,1,1,1,1,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0
7,3,2,0,1,1,6,2,2,1,50,0,0,0,0,0,1,8,0,6,,0,0,0,0,0,1,1,1,0,19,5,2,0,63,0,63,50,2,2,2,2,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,2,2,0,0
2,8,1,3,1,1,2,0,2,1,26,0,0,2,1,0,5,0,0,0,,0,0,0,0,0,1,1,1,0,19,6,1,2,83,1,52,25,1,1,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,1,2,1,1,0
3,8,1,3,3,8,10,4,2,1,27,0,0,0,1,0,1,2,0,2,,0,0,0,0,0,1,1,1,1,17,98,8,2,96,1,32,27,1,2,1,2,0,0,0,0,0,2,2,0,0,1,1,0,1,1,1,1,0,1,8,1,1,1,4
3,8,1,1,4,1,5,1,2,1,45,0,0,2,1,0,5,1,0,1,,3,0,0,0,0,1,1,1,0,14,4,2,1,52,1,52,45,2,4,2,4,0,1,1,1,0,2,0,1,,1,0,0,0,0,0,0,0,0,1,0,2,1,1
4,8,1,1,1,2,3,1,2,1,24,0,1,1,0,0,5,2,0,2,,2,0,0,0,0,1,1,1,0,26,4,3,2,24,1,52,34,1,1,1,1,1,1,1,1,1,0,0,,,1,1,0,0,0,0,1,0,0,0,2,2,1,3
4,8,1,3,1,2,4,0,2,1,35,0,1,2,1,0,5,2,0,2,,3,0,0,0,0,1,1,1,0,16,6,2,3,33,1,91,35,4,4,4,4,1,1,1,1,0,2,0,1,,1,1,0,0,0,0,0,0,0,1,0,2,1,1
4,8,1,2,3,8,8,2,2,1,39,0,0,0,1,0,1,4,0,4,,0,1,0,0,0,0,1,1,0,21,95,1,3,63,0,0,39,2,2,2,2,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,1,1,2,2,1,2
4,8,1,2,3,8,3,2,1,2,32,0,0,0,0,0,1,3,0,2,,0,0,0,0,0,1,1,2,0,20,95,1,3,54,0,0,38,2,2,2,2,1,1,0,0,0,1,1,0,0,8,8,0,1,0,0,1,0,1,8,1,2,1,3
6,2,2,0,4,4,4,0,1,2,44,0,0,0,0,0,1,6,0,6,,0,0,0,0,0,1,1,2,1,13,95,8,0,0,0,0,39,1,2,2,1,1,1,0,0,0,1,0,0,,1,1,0,0,0,0,1,0,0,0,1,2,0,0
2,2,2,1,4,4,2,1,1,2,22,0,0,0,1,0,1,1,0,1,,0,1,0,1,0,0,1,2,1,15,0,8,8,36,0,0,28,1,1,1,1,0,0,0,0,0,1,0,0,,1,1,0,0,0,0,0,0,0,0,1,2,0,0
1,2,2,1,4,4,4,0,3,2,58,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,1,4,,,13,3,,,,0,0,,,,,,1,1,1,1,1,0,0,,,1,,0,1,0,0,0,1,0,0,2,2,1,1
2,2,2,0,4,4,5,2,1,2,23,0,0,0,0,0,1,3,0,3,,0,0,0,0,0,1,1,1,0,16,10,3,1,61,1,61,29,4,4,4,4,0,1,1,1,1,2,0,0,,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1,2,2,1,4,4,3,1,1,2,19,0,1,0,1,1,1,1,0,1,,0,0,0,0,0,1,1,1,0,18,6,8,3,41,0,0,35,2,2,2,2,0,0,0,0,0,2,0,0,,1,1,0,1,0,0,1,0,0,0,0,2,1,0
3,10,1,3,1,1,5,1,10,2,51,1,1,2,1,1,5,1,0,1,,11,0,0,0,0,1,1,1,0,27,6,1,3,21,1,33,33,2,2,2,2,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,10,1,3,3,1,4,2,2,1,40,0,2,2,1,0,5,2,0,2,,0,0,0,0,0,1,1,1,0,26,4,8,2,26,1,23,40,2,2,2,2,0,0,0,0,0,1,0,1,,1,1,0,0,0,0,0,0,0,0,2,1,1,0
3,10,1,1,1,1,4,1,2,1,28,0,0,2,1,0,5,1,0,1,,11,0,0,0,0,1,1,1,0,21,0,8,1,72,1,93,28,1,2,2,2,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,0,2,1,0,1
4,10,1,3,1,3,9,1,3,2,65,0,2,2,1,1,5,1,1,1,1,0,0,0,0,0,1,1,1,0,25,6,3,2,83,1,32,37,2,2,2,2,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,1,0,2,1,0,0
4,10,1,0,1,1,7,1,1,2,31,0,1,2,1,0,5,3,0,3,,3,0,0,0,0,1,1,1,0,17,4,1,1,93,1,75,42,2,2,2,2,0,0,0,0,0,0,0,,,1,1,0,1,0,1,1,1,1,0,2,3,0,1
5,3,2,0,1,1,5,1,2,1,40,0,0,0,0,0,4,4,0,4,,3,0,0,0,0,1,1,1,0,14,6,3,0,63,1,63,40,2,4,2,2,1,1,1,1,0,2,2,0,1,1,1,0,0,0,0,8,0,1,1,2,2,0,0
7,3,2,0,1,1,6,1,2,1,52,0,0,0,0,0,3,8,0,7,,3,0,0,0,0,1,1,1,0,15,2,8,0,63,1,63,52,2,2,2,2,0,0,0,0,0,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0
1,3,2,1,1,1,4,0,3,1,61,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,1,4,,,18,4,,,,1,63,,,,,,0,0,1,0,0,2,0,0,,1,,0,0,0,0,0,0,0,1,2,2,0,0
4,3,2,0,1,1,5,1,2,1,33,0,0,0,0,0,4,3,0,3,,3,0,0,0,0,1,1,1,0,14,4,1,1,63,0,63,33,2,2,2,2,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0
6,3,2,0,1,1,6,1,2,1,48,0,0,0,0,0,4,8,0,7,,0,0,0,0,0,1,1,1,0,12,95,3,0,63,1,63,56,4,4,4,4,0,0,0,0,0,2,1,8,1,0,1,0,1,0,0,0,0,1,1,0,2,0,3
