v013,v024,v025,v106,v130,v131,v136,v137,v150,v151,v152,v157,v158,v159,v169a,v171a,v190,v201,v213,v218,v225,v312,v463a,v463b,v463c,v463x,v463z,v501,v504,v505,v511,v613,v621,v701,v704,v714,v716,v730,v743a,v743b,v743d,v743f,v744a,v744b,v744c,v744d,v744e,v745a,v745b,v745c,v745d,v822,v850a,v812,d101a,d101b,d101c,d101d,d101e,d113,d121,d129,s711a,s711b,ipv
3,4,2,0,4,2,5,1,2,1,46,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,1,1,1,0,24,6,1,0,63,0,0,46,2,2,1,2,1,1,1,1,1,0,0,,,0,0,0,0,0,0,0,0,0,0,2,2,0,0
4,4,2,0,4,2,6,2,2,1,37,0,0,0,0,0,2,4,0,4,,0,0,0,0,0,1,1,1,0,15,5,8,1,63,0,63,37,2,2,2,2,1,1,1,1,1,1,1,2,2,1,0,0,0,0,1,1,1,0,0,1,2,0,2
2,4,2,2,4,2,5,2,2,1,29,0,1,0,0,0,4,3,0,3,,0,0,0,0,0,1,1,1,0,14,0,8,0,63,0,0,29,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,1,1
2,8,1,2,1,1,3,1,2,1,40,0,0,2,1,0,5,1,0,1,,3,0,0,0,0,1,1,1,0,20,1,8,0,42,1,75,40,1,1,2,1,0,0,0,0,0,2,0,1,,1,1,0,1,0,1,0,0,0,1,0,1,1,0
2,8,1,1,1,3,5,0,12,1,26,1,2,2,1,0,5,1,0,1,,0,0,0,0,0,1,5,,,12,4,,,,1,51,,,,,,1,1,1,1,0,0,0,,,1,,0,1,8,1,1,1,0,0,0,1,0,1
2,8,1,3,1,1,5,0,3,1,50,2,2,1,1,1,5,0,0,0,,3,0,0,0,0,1,2,2,0,21,4,1,2,72,1,25,26,2,1,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,1,0,0,1,1,0
2,8,1,3,3,16,7,2,3,2,50,0,1,2,1,1,5,1,0,1,,0,0,0,0,0,1,1,2,0,19,4,1,3,23,0,0,26,4,2,2,4,1,1,1,1,0,1,0,0,,1,1,0,1,1,0,0,1,1,1,1,2,1,3
4,8,1,0,1,1,3,0,1,2,27,0,0,2,1,0,5,1,0,1,,0,0,0,0,0,1,3,,,20,4,,,,1,75,,,,,,1,0,0,0,0,1,0,1,,8,,0,0,0,0,0,0,0,0,0,1,0,0
5,8,1,3,4,6,4,1,2,1,47,1,2,2,1,0,5,2,0,2,,0,0,0,0,0,1,1,1,0,25,5,8,3,52,1,52,95,2,4,4,2,0,0,0,0,0,2,0,1,,1,1,0,1,0,1,1,0,0,1,0,1,1,0
6,5,1,0,1,1,2,0,2,1,64,0,0,2,1,0,5,0,0,0,,0,1,0,1,0,0,1,1,0,14,7,1,1,0,1,75,64,1,1,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,1,0,0,1,0,0
5,5,1,2,4,2,3,0,2,1,28,0,0,0,1,0,5,1,0,1,,0,0,0,0,0,1,1,1,0,18,1,1,3,33,0,0,28,2,2,2,2,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,2,1,1,0
6,5,1,1,4,5,4,0,2,1,45,0,0,2,1,0,5,7,0,5,,0,0,0,0,0,1,1,1,0,15,10,2,2,44,0,0,45,2,2,2,2,1,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5,5,1,1,4,1,2,0,1,2,38,0,0,0,1,0,5,1,0,1,,0,0,0,0,0,0,4,,,16,8,,,,1,52,,,,,,1,1,0,0,0,0,0,,,0,,0,0,1,0,0,0,0,1,1,2,1,2
5,6,2,0,3,2,5,0,2,1,40,0,0,0,0,0,3,4,0,4,,3,0,0,0,0,1,1,1,0,17,4,3,1,52,0,0,40,2,4,2,4,1,1,1,0,1,1,2,1,2,0,1,0,0,0,0,0,0,0,1,2,1,0,0
5,6,2,1,3,2,5,0,2,1,40,0,0,0,0,0,4,4,0,3,,0,0,0,0,0,1,1,1,0,18,4,8,1,63,1,63,40,2,2,2,2,1,1,0,1,1,2,0,0,,1,1,0,0,0,1,0,0,0,1,1,2,0,0
3,6,2,2,3,2,4,1,2,1,30,0,0,0,0,0,4,2,0,2,,0,0,0,0,0,1,1,1,0,17,4,8,1,63,1,63,30,2,2,2,2,0,1,0,1,1,2,0,0,,1,1,0,0,0,1,0,0,0,1,2,2,1,1
6,6,2,1,3,2,5,0,2,1,46,0,1,1,1,0,4,6,0,5,,0,0,0,0,0,1,1,1,0,19,8,8,1,63,1,52,47,1,2,1,1,1,1,1,0,1,2,2,2,0,1,1,0,0,0,0,0,1,0,1,2,2,1,0
2,6,2,1,3,4,4,0,2,1,37,0,0,0,1,0,4,2,0,2,,3,0,0,0,0,1,1,1,0,12,4,2,1,63,1,52,45,2,2,2,2,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,1,1,0,1,2,2,1,3
7,3,2,0,1,1,7,0,2,1,50,0,0,0,0,0,2,8,0,7,,3,0,0,0,0,1,1,1,0,12,6,1,0,63,0,0,50,2,2,2,2,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,1,0,1,2,0,3
4,3,2,0,1,1,3,1,2,1,40,0,0,0,0,0,2,1,0,1,,0,0,0,0,0,1,1,1,0,24,2,2,0,34,0,63,40,2,2,2,2,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,1,0,0,2,2,0,1
3,3,2,0,1,1,5,2,2,1,28,0,0,0,0,0,2,3,0,3,,0,0,0,0,0,1,1,1,0,16,4,1,0,63,0,0,30,2,2,2,2,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4,3,2,0,1,1,7,1,2,1,33,0,0,0,0,0,1,3,0,3,,0,0,0,0,0,1,1,1,0,15,5,2,0,63,0,0,32,2,2,2,2,1,0,0,0,1,2,2,1,1,1,1,0,1,1,0,0,0,0,0,2,2,0,1
2,3,2,0,1,1,3,1,2,1,28,0,0,0,0,0,1,3,0,1,,0,0,0,0,0,1,1,1,0,13,3,2,1,63,0,0,28,2,2,2,2,0,1,0,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,2,2,0,1
4,3,2,0,1,1,6,1,2,1,38,0,0,0,0,0,1,4,0,4,,1,0,0,0,0,1,1,1,0,16,4,1,0,72,0,0,37,2,2,2,2,0,0,0,0,0,2,2,1,1,8,1,0,0,0,0,0,0,0,0,0,2,0,0
4,3,2,0,1,1,6,2,2,1,38,0,0,0,0,0,2,4,0,4,,0,0,0,0,0,1,1,1,0,16,7,8,0,63,0,0,38,2,2,2,7,0,1,1,0,1,1,2,0,1,8,1,0,1,0,0,0,1,0,0,0,2,0,0
3,3,2,0,1,1,4,1,1,2,28,0,0,0,0,0,3,4,0,4,,0,0,0,0,0,1,4,,,11,4,,,,0,63,,,,,,0,0,0,0,0,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,2,0,0
2,9,2,1,4,2,5,1,3,1,64,0,0,0,1,0,3,1,0,1,,0,0,0,0,0,1,4,,,21,5,,,,1,52,,,,,,1,1,1,1,1,0,0,,,8,,0,1,1,0,1,0,0,0,2,1,0,2
3,9,2,0,4,2,4,1,2,1,29,0,2,0,0,0,4,2,1,2,1,0,1,0,0,0,1,1,1,0,14,6,2,0,63,0,0,27,1,2,1,2,0,0,1,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
7,9,2,0,4,2,7,2,2,1,55,0,0,0,0,0,2,10,0,8,,1,0,0,0,0,1,1,1,0,18,8,1,0,63,1,61,55,1,1,1,1,0,0,0,0,0,2,1,2,1,1,1,2,1,1,1,1,1,0,0,2,2,0,2
3,9,2,0,4,2,5,2,2,1,55,0,1,0,0,0,4,2,0,2,,0,0,0,0,0,1,1,1,0,19,4,2,1,54,0,0,55,2,2,2,4,0,1,1,1,1,2,2,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
5,8,2,0,5,8,9,1,1,2,35,0,0,0,0,0,1,8,0,7,,0,1,1,0,0,0,1,1,1,13,9,3,2,63,1,63,31,1,2,2,4,1,1,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,1,1,2,0,3
2,8,2,2,3,8,3,0,1,2,20,0,0,0,0,0,2,1,0,0,,0,0,0,0,0,1,1,1,1,19,95,1,2,83,0,63,28,2,4,2,2,0,1,1,0,1,2,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
6,8,2,0,3,8,6,2,2,1,85,0,0,0,0,0,1,7,0,5,,0,0,0,1,0,0,1,1,0,19,12,1,0,61,1,63,85,1,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,4
3,8,2,1,3,8,6,3,2,1,30,0,0,0,1,0,1,3,0,2,,0,0,0,0,0,1,1,1,1,21,8,2,0,54,0,0,30,2,4,2,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2
5,8,2,0,3,8,6,1,2,1,55,0,0,0,1,0,1,5,0,5,,0,1,0,0,0,0,1,1,2,18,95,8,0,63,1,61,55,1,1,1,1,1,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2
2,6,1,1,3,2,2,0,2,1,28,0,0,0,0,0,5,0,0,0,,0,0,0,0,0,1,1,1,0,20,1,8,3,93,1,51,25,4,2,1,2,1,1,1,0,0,0,0,,,1,0,0,0,0,1,0,1,1,0,0,1,1,0
2,6,1,2,3,2,3,1,2,1,26,0,0,0,0,0,5,1,0,1,,0,0,0,0,0,1,1,1,0,18,2,8,2,63,0,0,26,2,4,2,4,1,1,0,0,0,0,0,,,1,1,0,0,0,0,1,0,1,0,0,1,1,1
6,6,1,1,3,2,5,0,2,1,48,0,1,0,0,0,5,8,0,6,,0,0,0,0,0,1,1,1,0,17,4,8,1,63,1,63,40,2,2,2,2,1,0,1,1,1,2,2,0,0,8,1,0,0,0,0,0,0,0,8,0,2,1,0
3,6,1,1,3,2,5,2,2,1,35,0,0,0,0,0,2,3,0,3,,3,0,0,0,0,1,1,1,0,16,95,1,2,61,1,61,35,2,2,2,2,0,1,1,1,1,2,0,1,,1,1,0,0,0,0,0,0,0,1,2,1,1,0
5,2,1,1,4,6,1,0,1,2,37,0,0,0,1,0,5,3,0,2,,2,0,0,0,0,1,2,2,0,22,2,8,0,99998,1,51,40,1,1,1,1,0,1,0,0,0,0,0,,,1,1,0,0,1,0,1,0,0,0,1,1,1,0
5,2,1,3,1,1,5,1,1,2,40,0,0,1,1,0,5,3,0,3,,11,0,0,0,0,1,1,2,0,19,4,2,3,83,1,36,54,1,1,1,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
3,2,1,0,4,34,3,1,2,1,30,0,0,2,1,0,5,1,0,1,,3,0,0,0,0,1,1,1,0,19,6,3,1,71,0,0,30,2,2,1,4,1,1,1,1,1,0,0,,,1,0,0,1,0,0,0,0,0,0,0,2,0,2
4,5,2,0,4,5,7,3,2,1,40,0,0,0,1,0,1,9,0,6,,0,0,0,0,0,1,1,1,0,12,95,1,0,0,0,0,40,4,4,4,4,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7,5,2,0,4,5,4,0,2,1,63,0,0,0,0,0,1,9,0,7,,0,0,0,0,0,1,1,1,2,20,20,2,0,61,0,0,62,1,4,2,2,0,0,1,1,0,2,0,0,,8,0,0,1,0,0,1,1,0,1,1,2,0,2
3,5,2,0,4,5,6,3,2,1,33,0,0,0,0,0,1,5,0,4,,0,0,0,0,0,1,1,1,0,15,10,2,0,12,0,0,33,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0
2,5,2,1,4,5,3,1,1,2,24,0,0,0,0,0,1,2,0,2,,0,0,0,0,0,1,1,2,0,15,95,2,1,0,1,52,25,2,2,2,2,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3,3,1,3,1,1,3,1,2,1,28,0,0,2,1,0,5,1,1,1,1,0,0,0,0,0,1,1,1,0,25,98,1,2,83,0,0,28,2,2,2,2,0,1,0,0,0,0,0,,,1,1,0,0,0,0,0,0,1,0,0,1,1,0
6,3,1,1,4,1,3,0,1,2,42,0,0,2,1,0,5,4,0,3,,0,0,0,0,0,1,4,,,17,6,,,,1,52,,,,,,0,1,1,1,1,0,0,,,1,,0,1,0,0,1,0,1,1,1,3,1,2
3,3,1,0,1,1,2,1,1,2,27,0,1,1,1,0,5,2,0,2,,0,0,0,0,0,1,4,,,18,4,,,,1,91,,,,,,0,0,0,0,0,0,0,,,1,,0,0,0,0,0,0,0,8,2,1,0,1
3,3,1,3,1,1,4,1,1,2,30,1,0,2,1,0,5,2,0,2,,0,0,0,0,0,1,1,2,0,15,98,2,3,26,1,22,25,1,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,1,1,1,1,1,0,6,1,0
4,3,1,1,1,1,3,0,1,2,30,0,0,2,1,0,5,1,0,1,,3,0,0,0,0,1,2,1,0,15,4,8,1,63,1,71,34,2,2,2,2,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,1,1,0,1,1,0
4,11,1,3,1,1,3,1,2,1,36,1,1,2,1,1,5,1,0,1,,11,0,0,0,0,1,1,1,0,30,4,8,2,83,1,52,36,2,2,2,2,0,0,0,0,0,0,0,,,1,1,0,1,0,0,0,0,0,0,0,1,0,0
4,11,1,1,1,1,2,0,1,2,30,0,1,2,1,0,5,1,0,1,,0,0,0,0,0,1,1,1,0,18,4,8,2,83,0,52,50,1,4,1,4,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,2,0,0
2,11,1,1,1,6,4,0,12,1,24,0,1,2,1,0,5,1,0,1,,0,0,0,0,0,1,4,,,15,6,,,,1,51,,,,,,1,1,0,0,1,0,0,,,1,,0,1,1,1,1,1,1,1,2,1,0,3
3,11,1,2,1,2,3,1,2,1,25,0,0,2,1,2,5,1,0,1,,11,0,0,0,0,1,1,1,0,23,3,3,3,75,0,0,25,2,1,2,1,0,0,0,0,0,0,0,,,1,1,0,1,1,1,0,1,0,1,2,1,0,0
7,11,1,0,1,1,2,0,8,2,52,0,2,2,1,0,5,1,0,1,,0,0,0,0,0,1,4,,,18,2,,,,1,91,,,,,,1,0,0,1,0,0,0,,,1,,0,1,1,0,0,0,1,0,0,3,0,2
3,11,1,3,4,2,3,1,2,1,27,1,1,1,1,0,5,1,0,1,,11,0,0,0,0,1,1,1,0,21,6,2,1,72,1,91,30,4,4,2,2,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,0,0,1,1,1
4,11,1,0,1,6,4,1,2,1,38,0,1,2,1,0,5,2,0,2,,3,0,0,0,0,1,1,1,0,11,4,2,1,91,0,0,38,2,1,2,1,0,1,0,0,1,0,0,,,1,0,0,1,8,1,1,1,0,1,2,2,0,3
6,11,1,0,4,2,3,0,2,1,40,0,0,0,0,0,4,3,0,1,,0,0,0,0,0,1,1,1,0,27,10,1,0,93,1,96,40,1,2,4,2,0,0,0,1,0,2,0,1,,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4,2,2,0,4,4,5,2,1,2,30,0,0,0,0,0,1,5,0,4,,0,0,0,0,0,1,1,2,1,16,5,8,0,61,0,0,45,2,2,2,4,1,1,1,1,1,1,0,0,,8,8,0,1,0,0,0,1,0,1,2,2,0,2
3,2,2,0,4,4,5,3,2,1,32,0,0,0,0,0,1,4,0,4,,0,0,0,0,0,1,1,1,0,16,8,8,0,61,0,0,35,4,4,4,4,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,2,0,0
2,2,2,0,4,4,3,0,2,1,24,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,1,1,0,19,95,1,0,61,0,0,24,4,4,4,4,1,0,0,0,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,2,0,0
2,2,2,0,4,4,9,4,2,1,36,0,0,0,0,0,1,2,0,2,,0,0,0,0,0,1,1,1,0,17,10,1,0,61,0,0,36,2,2,2,4,0,0,0,1,0,1,0,0,,0,0,0,1,0,0,1,1,0,1,2,2,0,1
2,2,2,0,4,4,3,0,3,2,47,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,1,2,0,17,10,8,0,61,0,0,27,2,2,2,4,0,0,0,0,0,1,0,0,,0,0,0,1,1,0,1,1,0,1,2,2,0,1
3,2,2,0,4,4,4,2,2,1,37,0,0,0,0,0,1,2,0,2,,0,0,0,0,0,1,1,2,0,22,10,8,0,0,0,0,30,2,2,2,2,1,1,1,1,1,0,0,,,0,1,0,0,0,0,0,1,0,0,2,1,0,1
4,7,2,0,1,1,4,2,2,1,40,0,0,0,0,0,2,4,0,2,,0,0,0,0,0,1,1,1,0,17,5,2,0,63,0,63,40,2,2,2,2,1,1,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0
2,7,2,1,1,1,7,0,3,1,46,0,0,0,0,0,4,0,0,0,,11,0,0,0,0,1,5,,,19,4,,,,1,63,,,,,,0,0,0,0,1,0,0,,,1,,0,1,0,0,1,0,1,1,1,2,1,2
6,7,2,0,1,1,7,2,2,1,45,0,0,0,0,0,1,7,0,5,,3,0,0,0,0,1,1,1,0,15,6,8,0,63,1,63,53,2,2,2,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
6,7,2,0,1,1,6,1,2,1,42,0,0,0,0,0,2,7,0,6,,0,0,0,0,0,1,1,1,0,15,96,1,1,63,0,0,42,2,2,2,2,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0
6,7,2,0,1,1,6,0,2,1,52,0,0,0,0,0,1,4,0,4,,0,0,0,0,0,1,1,1,0,10,0,1,2,63,0,0,52,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,7,2,0,1,1,8,1,2,1,52,0,0,0,0,0,1,7,0,7,,0,0,0,0,0,1,1,1,0,22,0,2,0,63,0,0,52,4,4,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,7,2,0,1,1,8,1,2,1,40,0,0,0,0,0,1,6,0,5,,0,0,0,0,0,1,1,1,0,14,4,1,0,63,1,52,40,1,2,1,2,0,0,0,0,0,2,2,1,0,0,1,0,1,0,0,1,0,1,1,2,2,0,1
6,7,2,0,1,1,9,1,2,1,54,0,0,0,0,0,3,7,0,6,,0,0,0,0,0,1,1,1,0,15,6,2,0,63,1,63,54,2,2,2,2,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,2,2,0,0
5,7,2,0,1,1,5,1,2,1,38,0,0,0,0,0,4,3,0,3,,3,0,0,0,0,1,1,1,0,14,7,2,0,63,1,63,42,1,4,4,4,1,1,1,1,1,2,0,0,,1,1,0,1,0,0,1,1,0,0,2,2,0,0
5,5,2,0,4,5,10,1,10,1,45,0,0,0,0,0,1,1,0,1,,0,0,0,0,0,1,4,,,31,6,,,,0,0,,,,,,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,1,0,0
7,5,2,0,4,5,3,0,1,2,49,0,0,0,0,0,1,2,0,2,,0,0,0,0,0,1,4,,,31,10,,,,0,0,,,,,,0,0,0,0,0,0,0,,,8,,0,8,0,1,0,1,0,8,0,2,0,0
4,1,2,1,1,3,9,3,2,1,39,0,0,0,0,0,1,6,0,6,,0,0,0,0,0,1,1,1,0,20,6,8,0,63,0,0,39,2,2,2,2,0,0,0,0,0,2,0,0,,1,1,0,0,0,0,0,0,0,0,0,2,1,0
5,1,2,0,1,3,8,2,2,1,40,0,0,0,0,0,1,6,0,5,,0,0,0,0,0,1,1,1,0,13,7,3,0,93,1,93,40,2,2,2,2,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,2,2,0,0
7,1,2,0,1,3,4,0,2,1,50,0,0,0,0,0,1,7,0,4,,0,0,0,0,0,1,1,1,0,19,95,8,0,63,0,0,50,2,2,2,2,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1
3,1,2,1,1,3,6,0,3,1,63,1,0,0,0,0,4,1,0,1,,0,0,0,0,0,1,4,,,15,3,,,,1,63,,,,,,0,0,0,0,0,0,1,,1,1,,0,0,0,0,0,0,1,0,0,2,0,0
4,1,2,0,1,3,2,0,3,2,73,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,1,4,,,11,2,,,,1,93,,,,,,1,1,1,0,0,0,0,,,1,,0,0,0,0,0,0,0,0,2,2,0,0
1,1,2,0,1,3,3,1,2,1,30,0,0,0,0,0,2,1,0,1,,0,0,0,0,0,1,1,1,0,12,5,8,0,93,0,0,20,2,2,2,2,1,1,1,1,1,2,0,0,,1,1,0,1,0,0,0,1,1,1,0,2,0,0
2,1,2,0,1,3,2,1,1,2,23,0,1,0,0,0,1,1,0,1,,0,0,0,0,0,1,4,,,15,4,,,,1,93,,,,,,0,0,0,0,1,0,1,,0,1,,0,0,0,0,1,1,0,0,2,2,0,0
2,1,2,0,1,3,5,2,2,1,28,0,0,0,0,0,2,3,0,3,,11,0,0,0,0,1,1,1,0,13,5,8,1,21,0,63,28,2,2,1,2,0,0,1,0,0,2,0,0,,1,1,0,1,0,1,1,1,1,0,0,2,0,0
7,1,2,0,1,3,5,0,2,1,55,0,0,2,1,0,5,6,0,5,,0,0,0,0,0,1,1,1,0,10,6,2,1,54,1,52,55,2,2,2,2,1,1,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0
6,1,2,0,1,3,3,0,1,2,40,0,0,0,0,0,4,3,0,3,,0,0,0,0,0,1,3,,,17,4,,,,0,0,,,,,,0,1,0,0,0,1,1,1,1,0,,0,0,0,0,0,0,0,1,1,2,0,0
7,1,2,0,1,3,5,0,2,1,56,0,0,0,0,0,3,8,0,6,,0,0,0,0,0,1,1,1,0,13,12,1,0,63,0,0,56,1,1,1,1,1,1,1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3,1,2,1,1,3,5,1,2,1,35,0,0,2,1,0,5,3,0,3,,0,0,0,0,0,1,1,2,0,13,5,2,1,52,1,61,35,1,1,1,1,1,1,1,1,1,2,0,0,,1,0,0,0,0,0,0,0,0,0,2,2,1,1
2,1,2,2,1,3,3,1,1,2,21,0,0,0,1,0,5,1,1,1,2,0,0,0,0,0,1,1,2,0,17,95,2,1,83,0,0,30,1,1,1,1,0,1,0,1,0,0,0,,,1,1,0,1,0,0,0,1,0,0,0,1,1,3
7,1,2,0,1,3,3,0,1,2,45,0,0,2,0,0,5,0,0,0,,0,0,0,0,0,1,1,1,0,11,3,1,0,61,1,52,60,2,2,2,2,0,1,1,0,0,0,0,,,1,1,0,0,0,0,0,0,1,0,0,2,0,0
2,1,2,0,1,3,4,1,2,1,27,0,0,0,0,0,1,2,0,2,,3,0,0,0,0,1,1,1,0,13,7,1,0,63,0,63,27,2,2,2,2,0,0,0,0,0,2,0,1,,1,1,0,0,0,0,0,0,1,0,2,2,0,0
3,1,2,1,1,3,6,2,2,1,40,0,0,2,1,0,5,4,0,4,,0,0,0,0,0,1,1,1,0,17,5,8,1,52,0,0,40,2,2,2,2,0,0,0,0,0,1,0,1,,1,1,0,1,0,0,0,1,1,0,1,2,1,0
3,1,2,2,1,3,4,2,1,2,24,0,0,0,0,0,2,2,0,2,,0,0,0,0,0,1,4,,,21,3,,,,1,92,,,,,,0,0,0,0,0,0,0,,,0,,0,1,1,0,0,1,0,0,0,1,1,0
1,1,2,1,1,3,3,1,2,1,24,0,2,2,0,0,5,1,0,1,,3,0,0,0,0,1,1,1,0,15,4,1,1,93,1,52,23,2,2,2,2,0,0,0,0,0,2,0,2,,1,1,0,0,0,0,0,0,1,0,0,2,1,0
4,3,2,0,1,1,5,0,12,2,59,0,0,0,0,0,1,2,0,1,,0,0,0,0,0,1,4,,,24,8,,,,0,0,,,,,,1,0,0,1,0,0,0,,,1,,0,0,0,1,1,0,1,0,0,3,0,3
3,3,2,0,1,1,3,0,2,1,30,0,0,0,0,0,1,1,0,1,,0,0,0,0,0,1,1,1,0,14,8,8,0,63,0,63,30,2,2,1,2,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,2
3,3,2,1,4,1,2,0,3,2,60,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,4,,,25,1,,,,0,63,,,,,,0,0,0,0,0,0,0,,,0,,0,1,0,8,0,0,0,0,0,3,0,0
3,3,2,0,4,1,13,1,3,1,55,0,1,1,0,0,2,2,0,2,,3,0,0,0,0,1,1,1,0,13,4,3,0,52,0,91,26,4,1,4,4,0,0,0,0,0,2,0,1,,1,1,0,1,1,1,1,1,0,8,2,2,0,1
5,3,2,0,1,1,4,1,2,1,68,0,0,0,0,0,2,5,0,5,,0,0,0,0,0,1,1,1,0,14,5,2,8,63,0,63,68,1,2,1,2,0,0,0,0,1,2,2,0,0,1,1,0,1,1,0,1,0,1,1,0,2,0,1
1,3,2,1,1,1,3,0,4,2,65,0,0,1,0,0,1,0,0,0,,3,0,0,0,0,1,1,1,0,18,95,8,0,63,1,51,35,1,5,5,4,1,1,1,1,1,0,0,,,1,1,0,1,1,0,0,1,1,0,2,2,0,0
5,3,2,0,1,1,8,1,2,1,58,0,1,0,0,0,3,5,1,5,2,0,0,0,0,0,1,1,1,0,19,98,8,0,63,0,63,58,2,4,2,2,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3
6,3,2,0,1,1,6,1,2,1,45,0,0,0,0,0,1,7,0,7,,3,0,0,0,0,1,1,1,0,12,95,8,1,63,0,63,45,2,4,2,2,0,1,0,0,0,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0
3,1,1,3,1,3,4,1,2,1,29,1,1,2,1,1,5,1,0,1,,1,0,0,0,0,1,1,1,0,22,4,3,3,23,1,32,29,2,2,2,2,0,0,0,0,0,2,0,2,,1,1,0,0,0,0,0,0,1,0,0,1,0,0
3,1,1,3,1,3,3,1,2,1,28,2,2,2,1,0,5,2,0,2,,3,0,0,0,0,1,1,1,0,16,6,3,3,63,1,32,28,2,2,2,2,0,1,0,0,0,0,0,,,1,1,0,0,0,0,0,0,1,1,0,1,1,0
7,1,1,0,1,3,4,0,2,1,60,0,1,2,1,0,5,6,0,6,,0,0,0,0,0,1,1,1,0,12,0,1,0,63,0,0,68,4,4,4,4,1,1,0,0,0,2,2,2,1,0,1,0,1,0,0,0,1,1,0,2,2,0,2
3,1,1,1,1,3,2,0,1,2,29,1,1,1,1,0,5,1,0,1,,0,0,0,0,0,1,1,2,0,18,4,1,3,24,1,51,35,1,2,1,4,0,0,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,0,0,2,1,0
1,1,1,1,1,3,7,1,2,1,27,1,0,0,0,0,5,1,0,1,,0,0,0,0,0,1,1,1,0,18,5,1,1,71,0,63,27,1,4,1,4,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0
4,1,1,1,1,3,6,2,2,1,40,0,0,2,0,0,5,4,0,4,,0,0,0,0,0,1,1,1,0,15,4,1,1,83,0,0,38,2,2,2,2,0,0,0,0,0,2,0,1,,1,0,0,0,0,0,0,0,1,0,0,2,1,0
4,1,1,2,1,3,4,2,2,1,36,1,1,2,1,0,5,2,0,2,,0,0,0,0,0,1,1,1,0,26,3,1,2,71,0,0,36,2,2,2,2,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,2,0,0
